items,items_img,set_win_rate,set_pick_rate,set_sample_size
126697|蒐集者|無盡之刃|多明尼克的問候|幻影之舞,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3046.webp,66.67,0.03,3
無盡之刃|衝擊火炮|多明尼克的問候|蒐集者|嗜血者,https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3072.webp,66.67,0.03,3
126697|魔劍正宗|公理弧刃|席利妲咒怨|蒐集者,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/6676.webp,66.67,0.03,3
蒐集者|無盡之刃|衝擊火炮|幻影之舞|致死宣告,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3046.webp|https://cdn5.lolalytics.com/item64/3033.webp,33.33,0.03,3
蒐集者|無盡之刃|衝擊火炮|水星彎刀|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3139.webp|https://cdn5.lolalytics.com/item64/3036.webp,33.33,0.03,3
蒐集者|公理弧刃|126697|衝擊火炮|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp,100.0,0.03,3
126697|蒐集者|衝擊火炮|無盡之刃|妖夢鬼刀,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3142.webp,33.33,0.03,3
蒐集者|公理弧刃|無盡之刃|致死宣告|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3094.webp,66.67,0.03,3
蒐集者|衝擊火炮|無盡之刃|水星彎刀|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3139.webp|https://cdn5.lolalytics.com/item64/3036.webp,33.33,0.03,3
蒐集者|公理弧刃|多明尼克的問候|無盡之刃|嗜血者,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3072.webp,33.33,0.03,3
無盡之刃|蒐集者|衝擊火炮|多明尼克的問候|水星彎刀,https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3139.webp,66.67,0.03,3
蒐集者|衝擊火炮|無盡之刃|致死宣告|幻影之舞,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3046.webp,66.67,0.03,3
蒐集者|多明尼克的問候|衝擊火炮|無盡之刃|妖夢鬼刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3142.webp,100.0,0.03,3
蒐集者|公理弧刃|夜色緣界|席利妲咒怨|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3814.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/3094.webp,100.0,0.03,3
蒐集者|衝擊火炮|無盡之刃|多明尼克的問候|不朽盾弓,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/6673.webp,66.67,0.03,3
蒐集者|多明尼克的問候|無盡之刃|衝擊火炮|夜色緣界,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3814.webp,66.67,0.03,3
蒐集者|無盡之刃|衝擊火炮|多明尼克的問候|泰坦九頭蛇,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3748.webp,100.0,0.03,3
126697|蒐集者|公理弧刃|無盡之刃|致死宣告,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp,33.33,0.03,3
蒐集者|126697|無盡之刃|衝擊火炮|嗜血者,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3072.webp,0.0,0.03,3
126697|蒐集者|妖夢鬼刀|無盡之刃|多明尼克的問候,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp,33.33,0.03,3
蒐集者|無盡之刃|多明尼克的問候|衝擊火炮|3032,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3032.webp,66.67,0.03,3
126697|公理弧刃|魔劍正宗|蒐集者|無盡之刃,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp,66.67,0.03,3
126697|公理弧刃|魔劍正宗|蒐集者|席利妲咒怨,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3004.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6694.webp,100.0,0.03,3
公理弧刃|蒐集者|衝擊火炮|無盡之刃|多明尼克的問候,https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp,100.0,0.03,3
蒐集者|126697|公理弧刃|多明尼克的問候|無盡之刃,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp,33.33,0.03,3
126697|蒐集者|公理弧刃|多明尼克的問候|衝擊火炮,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp,33.33,0.03,3
蒐集者|無盡之刃|衝擊火炮|不朽盾弓|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6673.webp|https://cdn5.lolalytics.com/item64/3036.webp,33.33,0.03,3
無盡之刃|蒐集者|多明尼克的問候|衝擊火炮|妖夢鬼刀,https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3142.webp,33.33,0.03,3
蒐集者|妖夢鬼刀|無盡之刃|多明尼克的問候|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp,66.67,0.03,3
蒐集者|衝擊火炮|多明尼克的問候|嗜血者|巨蛇鋒牙,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/6695.webp,33.33,0.03,3
蒐集者|公理弧刃|無盡之刃|夜色緣界|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3814.webp|https://cdn5.lolalytics.com/item64/3036.webp,66.67,0.03,3
126697|公理弧刃|無盡之刃|蒐集者|衝擊火炮,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp,100.0,0.03,3
蒐集者|無盡之刃|魔提斯深淵|多明尼克的問候|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3156.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp,66.67,0.03,3
126697|無盡之刃|衝擊火炮|多明尼克的問候|蒐集者,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/6676.webp,66.67,0.03,3
126697|公理弧刃|無盡之刃|多明尼克的問候|衝擊火炮,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp,33.33,0.03,3
蒐集者|多明尼克的問候|無盡之刃|衝擊火炮|巨蛇鋒牙,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6695.webp,33.33,0.03,3
蒐集者|公理弧刃|衝擊火炮|席利妲咒怨|126697,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6694.webp|https://cdn5.lolalytics.com/item64/126697.webp,66.67,0.03,3
蒐集者|衝擊火炮|無盡之刃|多明尼克的問候|126697,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/126697.webp,66.67,0.03,3
蒐集者|衝擊火炮|無盡之刃|嗜血者|巨蛇鋒牙,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/6695.webp,100.0,0.03,3
126697|公理弧刃|無盡之刃|衝擊火炮|多明尼克的問候,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp,66.67,0.03,3
蒐集者|衝擊火炮|致死宣告|無盡之刃|夜色緣界,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3814.webp,33.33,0.03,3
蒐集者|妖夢鬼刀|衝擊火炮|多明尼克的問候|無盡之刃,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp,66.67,0.03,3
蒐集者|衝擊火炮|無盡之刃|多明尼克的問候|魔提斯深淵,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3156.webp,100.0,0.03,3
無盡之刃|衝擊火炮|多明尼克的問候|嗜血者|幻影之舞,https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3046.webp,0.0,0.03,3
蒐集者|無盡之刃|衝擊火炮|致死宣告|幻影之舞,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3046.webp,66.67,0.03,3
蒐集者|無盡之刃|衝擊火炮|致死宣告|126697,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/126697.webp,33.33,0.03,3
126697|蒐集者|無盡之刃|巨蛇鋒牙|多明尼克的問候,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6695.webp|https://cdn5.lolalytics.com/item64/3036.webp,33.33,0.03,3
126697|蒐集者|衝擊火炮|無盡之刃|公理弧刃,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6696.webp,100.0,0.03,3
蒐集者|衝擊火炮|無盡之刃|夜色緣界|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3814.webp|https://cdn5.lolalytics.com/item64/3036.webp,33.33,0.03,3
126697|3032|蒐集者|無盡之刃|多明尼克的問候,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3032.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp,100.0,0.03,3
公理弧刃|蒐集者|衝擊火炮|多明尼克的問候|無盡之刃,https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp,100.0,0.03,3
蒐集者|126697|無盡之刃|致死宣告|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3094.webp,33.33,0.03,3
蒐集者|無盡之刃|衝擊火炮|嗜血者|水星彎刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3139.webp,66.67,0.03,3
蒐集者|公理弧刃|無盡之刃|衝擊火炮|妖夢鬼刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3142.webp,100.0,0.03,3
公理弧刃|126697|蒐集者|妖夢鬼刀|夜色緣界,https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3814.webp,100.0,0.02,2
蒐集者|無盡之刃|妖夢鬼刀|衝擊火炮|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp,0.0,0.02,2
蒐集者|無盡之刃|衝擊火炮|妖夢鬼刀|幻影之舞,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3046.webp,100.0,0.02,2
126697|公理弧刃|蒐集者|衝擊火炮|妖夢鬼刀,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3142.webp,0.0,0.02,2
蒐集者|公理弧刃|無盡之刃|多明尼克的問候|嗜血者,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3072.webp,50.0,0.02,2
妖夢鬼刀|衝擊火炮|無盡之刃|致死宣告|嗜血者,https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3072.webp,50.0,0.02,2
蒐集者|無盡之刃|衝擊火炮|嗜血者|死者肩甲,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3742.webp,50.0,0.02,2
妖夢鬼刀|蒐集者|無盡之刃|衝擊火炮|嗜血者,https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3072.webp,50.0,0.02,2
126697|蒐集者|無盡之刃|多明尼克的問候|妖夢鬼刀,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3142.webp,50.0,0.02,2
妖夢鬼刀|蒐集者|衝擊火炮|無盡之刃|致死宣告,https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp,50.0,0.02,2
蒐集者|無盡之刃|126697|衝擊火炮|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp,50.0,0.02,2
無盡之刃|衝擊火炮|致死宣告|嗜血者|蒐集者,https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/6676.webp,50.0,0.02,2
126697|蒐集者|無盡之刃|多明尼克的問候|不朽盾弓,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/6673.webp,50.0,0.02,2
蒐集者|無盡之刃|多明尼克的問候|妖夢鬼刀|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3094.webp,50.0,0.02,2
蒐集者|無盡之刃|幻影之舞|多明尼克的問候|水星彎刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3046.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3139.webp,50.0,0.02,2
3032|蒐集者|衝擊火炮|無盡之刃|多明尼克的問候,https://cdn5.lolalytics.com/item64/3032.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp,0.0,0.02,2
蒐集者|無盡之刃|衝擊火炮|嗜血者|公理弧刃,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/6696.webp,50.0,0.02,2
蒐集者|無盡之刃|衝擊火炮|夜色緣界|致死宣告,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3814.webp|https://cdn5.lolalytics.com/item64/3033.webp,100.0,0.02,2
蒐集者|衝擊火炮|無盡之刃|夜色緣界|幻影之舞,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3814.webp|https://cdn5.lolalytics.com/item64/3046.webp,50.0,0.02,2
蒐集者|無盡之刃|多明尼克的問候|幻影之舞|水星彎刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3046.webp|https://cdn5.lolalytics.com/item64/3139.webp,100.0,0.02,2
蒐集者|無盡之刃|衝擊火炮|幻影之舞|妖夢鬼刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3046.webp|https://cdn5.lolalytics.com/item64/3142.webp,50.0,0.02,2
妖夢鬼刀|衝擊火炮|無盡之刃|致死宣告|蒐集者,https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/6676.webp,0.0,0.02,2
蒐集者|衝擊火炮|無盡之刃|妖夢鬼刀|不朽盾弓,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/6673.webp,50.0,0.02,2
蒐集者|妖夢鬼刀|無盡之刃|衝擊火炮|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp,50.0,0.02,2
蒐集者|無盡之刃|衝擊火炮|多明尼克的問候|史提克彈簧刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3087.webp,0.0,0.02,2
蒐集者|多明尼克的問候|無盡之刃|衝擊火炮|126697,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/126697.webp,0.0,0.02,2
蒐集者|無盡之刃|公理弧刃|多明尼克的問候|妖夢鬼刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3142.webp,100.0,0.02,2
蒐集者|公理弧刃|126697|多明尼克的問候|妖夢鬼刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3142.webp,100.0,0.02,2
126697|蒐集者|衝擊火炮|多明尼克的問候|公理弧刃,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/6696.webp,50.0,0.02,2
蒐集者|公理弧刃|126697|無盡之刃|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp,50.0,0.02,2
