item_id,en_name,zh_tw_name,tags,ddragon_version
446693,Prowler's Claw,潛行者之爪,"Damage,CooldownReduction,ArmorPenetration,AbilityHaste",15.19.1
447100,Mirage Blade,幻象之刃,"Damage,AttackSpeed,SpellDamage,NonbootsMovement,AbilityHaste",15.19.1
447101,Gambler's Blade,賭徒之刀,"AttackSpeed,NonbootsMovement,AbilityHaste",15.19.1
447102,Reality Fracture,現實裂痕,"Health,AttackSpeed,SpellDamage",15.19.1
447103,Hemomancer's Helm,御血之盔,"Damage,SpellVamp,AbilityHaste",15.19.1
447104,Innervating Locket,支配寶匣,"Health,SpellDamage,AbilityHaste",15.19.1
447105,Empyrean Promise,幻焰之誓,"SpellDamage,ManaRegen,AbilityHaste",15.19.1
447106,Dragonheart,龍族之心,"Health,HealthRegen,Armor,Damage,AttackSpeed,MagicResist,AbilityHaste",15.19.1
447107,Decapitator,斷頭者,"Damage,AttackSpeed,SpellDamage,NonbootsMovement",15.19.1
447108,Runecarver,符文雕刻者,"SpellDamage,NonbootsMovement",15.19.1
447109,Cruelty,殘忍,"Armor,SpellDamage,MagicResist",15.19.1
447110,Moonflair Spellblade,月光魔劍,"Health,SpellDamage,Tenacity",15.19.1
447111,Overlord's Bloodmail,狂霸血甲,"Health,Damage",15.19.1
447112,Flesheater,食肉者,"Damage,SpellDamage,MagicPenetration,ArmorPenetration",15.19.1
447113,Detonation Orb,爆發晶球,"SpellDamage,Mana,MagicPenetration",15.19.1
447114,Reverberation,震盪迴響,"Health,Armor,AttackSpeed,OnHit,MagicResist",15.19.1
447115,Regicide,弒君,"Damage,NonbootsMovement,ArmorPenetration",15.19.1
447116,Kinkou Jitte,均衡十手,"Health,Damage,SpellDamage,AbilityHaste",15.19.1
447118,Pyromancer's Cloak,火炎術士之袍,"Health,Damage,SpellDamage,SpellVamp",15.19.1
447119,Lightning Rod,避雷針,"Damage,AttackSpeed",15.19.1
447120,Diamond-Tipped Spear,鑽石尖矛,"Damage,AttackSpeed",15.19.1
447121,Twilight's Edge,暮光之刃,"Health,Armor,Damage,AttackSpeed,SpellDamage,MagicResist,AbilityHaste",15.19.1
447122,Black Hole Gauntlet,黑洞手套,"SpellBlock,AttackSpeed,OnHit,AbilityHaste",15.19.1
447123,Puppeteer,傀儡手套,"SpellDamage,ManaRegen,AbilityHaste",15.19.1
663039,Atma's Reckoning,終末戰戟,"Health,CriticalStrike,Lane",15.19.1
663056,Demon King's Crown,魔王的王冠,"Health,Armor,Damage,AttackSpeed,SpellDamage,MagicResist,AbilityHaste",15.19.1
663058,Shield of Molten Stone,熔岩護盾,"Health,Armor",15.19.1
663059,Cloak of Starry Night,星夜斗篷,"Health,SpellBlock",15.19.1
663060,Sword of the Divine,神聖之劍,"Damage,CriticalStrike,SpellDamage",15.19.1
663064,Veigar's Talisman of Ascension,維迦的昇華護符,,15.19.1
663146,Hextech Gunblade,海克斯科技槍刃,"Damage,LifeSteal,SpellDamage,Active,SpellVamp",15.19.1
663172,Zephyr,和風守護,"AttackSpeed,CooldownReduction,OnHit,NonbootsMovement,Tenacity",15.19.1
663193,Gargoyle Stoneplate,石像鬼磐核,"SpellBlock,Armor,Active,CooldownReduction,AbilityHaste",15.19.1
664011,Sword of Blossoming Dawn,破曉綻放之劍,"Health,SpellDamage,CooldownReduction,OnHit,AbilityHaste",15.19.1
664403,The Golden Spatula,黃金鍋鏟,"Health,SpellBlock,HealthRegen,Armor,Damage,CriticalStrike,AttackSpeed,LifeSteal,SpellDamage,Mana,ManaRegen,CooldownReduction,NonbootsMovement",15.19.1
664644,Crown of the Shattered Queen,殘破王后之冠,"Health,SpellDamage,Mana,AbilityHaste",15.19.1
667101,Gambler's Blade,賭徒之刀,"Damage,NonbootsMovement,MagicPenetration,ArmorPenetration,AbilityHaste",15.19.1
667109,Cruelty,殘忍,"Armor,SpellDamage,MagicResist",15.19.1
667112,Flesheater,食肉者,"Damage,SpellDamage,MagicPenetration,ArmorPenetration",15.19.1
667666,The Collector,蒐集者,"Damage,CriticalStrike,ArmorPenetration",15.19.1
